"جمادى ثانى","323.0","80.0","403.0","157.0","246.0","403.0","69.0","82.0","94.0","102.0","56.0","403.0","189.0","214.0","403.0"
"رجب","311.0","58.0","369.0","147.0","222.0","369.0","70.0","78.0","76.0","86.0","59.0","369.0","172.0","197.0","369.0"
"شعبان","288.0","59.0","347.0","154.0","193.0","347.0","59.0","73.0","76.0","78.0","61.0","347.0","175.0","172.0","347.0"
"رمضان","309.0","46.0","355.0","155.0","200.0","355.0","15.0","46.0","50.0","80.0","164.0","355.0","140.0","215.0","355.0"
"شوال","294.0","30.0","324.0","177.0","147.0","324.0","40.0","50.0","110.0","35.0","89.0","324.0","192.0","132.0","324.0"
"ذى القعدة","254.0","61.0","315.0","154.0","161.0","315.0","40.0","85.0","90.0","60.0","40.0","315.0","149.0","166.0","315.0"
"ذى الحجة","278.0","46.0","324.0","177.0","147.0","324.0","25.0","60.0","121.0","87.0","31.0","324.0","194.0","130.0","324.0"
"المجموع","3536.0","648.0","4184.0","2081.0","2103.0","4184.0","489.0","860.0","1050.0","1005.0","780.0","4184.0","2113.0","2071.0","4184.0"
"الشرقيه","","عــد د الأشخاص المصابين حسب الجنس","","عــدد الأشخاص المصابين حسب المكان","","","عــدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكـور","أنا ث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","264.0","166.0","430.0","207.0","223.0","430.0","24.0","119.0","110.0","108.0","69.0","430.0","249.0","181.0","430.0"
"صفر","448.0","101.0","549.0","334.0","215.0","549.0","34.0","168.0","145.0","123.0","79.0","549.0","357.0","192.0","549.0"
"ربيع أول","341.0","117.0","458.0","267.0","191.0","458.0","36.0","154.0","133.0","81.0","54.0","458.0","311.0","147.0","458.0"
"ربيع ثانى","386.0","111.0","497.0","295.0","202.0","497.0","29.0","164.0","136.0","103.0","65.0","497.0","340.0","157.0","497.0"
"جمادى أول","361.0","62.0","423.0","267.0","156.0","423.0","21.0","145.0","112.0","89.0","56.0","423.0","270.0","153.0","423.0"
"جمادى ثانى","312.0","79.0","391.0","228.0","163.0","391.0","33.0","131.0","120.0","66.0","41.0","391.0","301.0","90.0","391.0"
"رجب","284.0","85.0","369.0","213.0","156.0","369.0","26.0","114.0","106.0","79.0","44.0","369.0","238.0","131.0","369.0"
"شعبان","310.0","69.0","379.0","215.0","164.0","379.0","16.0","127.0","109.0","78.0","49.0","379.0","234.0","145.0","379.0"
"رمضان","250.0","40.0","290.0","110.0","180.0","290.0","38.0","59.0","95.0","73.0","25.0","290.0","190.0","100.0","290.0"
"شوال","241.0","94.0","335.0","211.0","124.0","335.0","63.0","126.0","81.0","44.0","21.0","335.0","190.0","145.0","335.0"
"ذى القعدة","245.0","129.0","374.0","216.0","158.0","374.0","50.0","141.0","94.0","56.0","33.0","374.0","218.0","156.0","374.0"
"ذى الحجة","291.0","107.0","398.0","207.0","191.0","398.0","39.0","123.0","120.0","84.0","32.0","398.0","238.0","160.0","398.0"
"المجموع","3733.0","1160.0","4893.0","2770.0","2123.0","4893.0","409.0","1571.0","1361.0","984.0","568.0","4893.0","3136.0","1757.0","4893.0"
"الحدود الشماليه","","عــد د الأشخاص المصابين حسب الجنس","","عــدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكـور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","45.0","7.0","52.0","28.0","24.0","52.0","15.0","16.0","11.0","7.0","3.0","52.0","36.0","16.0","52.0"
"صفر","45.0","2.0","47.0","22.0","25.0","47.0","9.0","18.0","12.0","6.0","2.0","47.0","41.0","6.0","47.0"
"ربيع أول","44.0","18.0","62.0","28.0","34.0","62.0","21.0","19.0","13.0","8.0","1.0","62.0","58.0","4.0","62.0"
"ربيع ثانى","70.0","9.0","79.0","26.0","53.0","79.0","12.0","29.0","28.0","4.0","6.0","79.0","62.0","17.0","79.0"
"جمادى أول","67.0","11.0","78.0","24.0","54.0","78.0","15.0","33.0","19.0","7.0","4.0","78.0","66.0","12.0","78.0"
"جمادى ثانى","39.0","5.0","44.0","18.0","26.0","44.0","14.0","22.0","3.0","3.0","2.0","44.0","36.0","8.0","44.0"
"رجب","47.0","2.0","49.0","29.0","20.0","49.0","18.0","16.0","14.0","1.0","0.0","49.0","40.0","9.0","49.0"
"شعبان","35.0","2.0","37.0","20.0","17.0","37.0","5.0","14.0","10.0","7.0","1.0","37.0","28.0","9.0","37.0"
"رمضان","47.0","3.0","50.0","24.0","26.0","50.0","9.0","6.0","26.0","7.0","2.0","50.0","26.0","24.0","50.0"
"شوال","36.0","8.0","44.0","10.0","34.0","44.0","6.0","14.0","14.0","6.0","4.0","44.0","37.0","7.0","44.0"
"ذى القعدة","32.0","6.0","38.0","28.0","10.0","38.0","14.0","6.0","7.0","6.0","5.0","38.0","30.0","8.0","38.0"
"ذى الحجة","45.0","6.0","51.0","30.0","21.0","51.0","9.0","26.0","8.0","4.0","4.0","51.0","30.0","21.0","51.0"
"المجموع","552.0","79.0","631.0","287.0","344.0","631.0","147.0","219.0","165.0","66.0","34.0","631.0","490.0","141.0","631.0"
"تبوك","","عــد د الأشخاص المصابين حسب الجنس","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","186.0","28.0","214.0","86.0","128.0","214.0","27.0","90.0","61.0","28.0","8.0","214.0","158.0","56.0","214.0"
"صفر","124.0","33.0","157.0","62.0","95.0","157.0","26.0","54.0","56.0","17.0","4.0","157.0","118.0","39.0","157.0"
"ربيع أول","155.0","15.0","170.0","73.0","97.0","170.0","15.0","71.0","47.0","22.0","15.0","170.0","136.0","34.0","170.0"
"ربيع ثانى","106.0","12.0","118.0","37.0","81.0","118.0","21.0","36.0","39.0","14.0","8.0","118.0","90.0","28.0","118.0"
"جمادى أول","123.0","25.0","148.0","53.0","95.0","148.0","28.0","40.0","46.0","25.0","9.0","148.0","117.0","31.0","148.0"
"جمادى ثانى","108.0","13.0","121.0","41.0","80.0","121.0","9.0","50.0","33.0","23.0","6.0","121.0","83.0","38.0","121.0"
"رجب","99.0","24.0","123.0","39.0","84.0","123.0","18.0","39.0","37.0","22.0","7.0","123.0","82.0","41.0","123.0"
"شعبان","146.0","13.0","159.0","102.0","57.0","159.0","24.0","44.0","52.0","29.0","10.0","159.0","109.0","50.0","159.0"
"رمضان","118.0","11.0","129.0","45.0","84.0","129.0","21.0","39.0","42.0","20.0","7.0","129.0","89.0","40.0","129.0"
"شوال","86.0","32.0","118.0","30.0","88.0","118.0","18.0","26.0","38.0","26.0","10.0","118.0","76.0","42.0","118.0"
"ذى القعدة","114.0","29.0","143.0","42.0","101.0","143.0","25.0","30.0","49.0","28.0","11.0","143.0","97.0","46.0","143.0"
"ذى الحجة","110.0","14.0","124.0","36.0","88.0","124.0","19.0","45.0","39.0","19.0","2.0","124.0","89.0","35.0","124.0"
"المجموع","1475.0","249.0","1724.0","646.0","1078.0","1724.0","251.0","564.0","539.0","273.0","97.0","1724.0","1244.0","480.0","1724.0"
"الجوف","","عــد د الأشخاص المصابين حسب الجنس","","عـدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","35.0","5.0","40.0","16.0","24.0","40.0","10.0","14.0","11.0","5.0","0.0","40.0","29.0","11.0","40.0"
"صفر","57.0","7.0","64.0","30.0","34.0","64.0","17.0","19.0","14.0","11.0","3.0","64.0","52.0","12.0","64.0"
"ربيع أول","24.0","6.0","30.0","7.0","23.0","30.0","7.0","15.0","3.0","2.0","3.0","30.0","22.0","8.0","30.0"
"ربيع ثانى","36.0","1.0","37.0","14.0","23.0","37.0","16.0","13.0","7.0","1.0","0.0","37.0","26.0","11.0","37.0"
"جمادى أول","39.0","4.0","43.0","21.0","22.0","43.0","5.0","11.0","17.0","7.0","3.0","43.0","33.0","10.0","43.0"
"جمادى ثانى","35.0","0.0","35.0","23.0","12.0","35.0","7.0","8.0","12.0","5.0","3.0","35.0","32.0","3.0","35.0"
"رجب","50.0","3.0","53.0","31.0","22.0","53.0","14.0","16.0","19.0","4.0","0.0","53.0","42.0","11.0","53.0"
"شعبان","47.0","10.0","57.0","21.0","36.0","57.0","12.0","25.0","13.0","7.0","0.0","57.0","51.0","6.0","57.0"
"رمضان","63.0","6.0","69.0","39.0","30.0","69.0","12.0","25.0","24.0","5.0","3.0","69.0","45.0","24.0","69.0"
"شوال","42.0","6.0","48.0","4.0","44.0","48.0","4.0","8.0","15.0","10.0","11.0","48.0","24.0","24.0","48.0"
"ذى القعدة","41.0","5.0","46.0","11.0","35.0","46.0","7.0","4.0","17.0","10.0","8.0","46.0","24.0","22.0","46.0"
"ذى الحجة","48.0","4.0","52.0","32.0","20.0","52.0","10.0","21.0","10.0","2.0","9.0","52.0","42.0","10.0","52.0"
"المجموع","517.0","57.0","574.0","249.0","325.0","574.0","121.0","179.0","162.0","69.0","43.0","574.0","422.0","152.0","574.0"
"حائل","","عــد د الأشخاص المصابين حسب الجنس","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عـدد الأشخاص المصابين حـسب الجنسيه","",""
"الشهر","ذكــور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","82.0","15.0","97.0","56.0","41.0","97.0","5.0","35.0","26.0","23.0","8.0","97.0","87.0","10.0","97.0"
"صفر","77.0","8.0","85.0","41.0","44.0","85.0","6.0","27.0","22.0","19.0","11.0","85.0","63.0","22.0","85.0"
"ربيع أول","81.0","6.0","87.0","43.0","44.0","87.0","6.0","28.0","23.0","19.0","11.0","87.0","65.0","22.0","87.0"
"ربيع ثانى","82.0","9.0","91.0","56.0","35.0","91.0","4.0","27.0","24.0","20.0","16.0","91.0","81.0","10.0","91.0"
"جمادى أول","71.0","9.0","80.0","65.0","15.0","80.0","5.0","36.0","21.0","14.0","4.0","80.0","68.0","12.0","80.0"
"جمادى ثانى","56.0","10.0","66.0","41.0","25.0","66.0","2.0","30.0","19.0","10.0","5.0","66.0","55.0","11.0","66.0"
"رجب","71.0","11.0","82.0","45.0","37.0","82.0","2.0","35.0","24.0","14.0","7.0","82.0","73.0","9.0","82.0"
"شعبان","77.0","8.0","85.0","50.0","35.0","85.0","1.0","32.0","29.0","18.0","5.0","85.0","78.0","7.0","85.0"
"رمضان","65.0","6.0","71.0","44.0","27.0","71.0","2.0","27.0","19.0","16.0","7.0","71.0","62.0","9.0","71.0"
"شوال","66.0","9.0","75.0","32.0","43.0","75.0","2.0","27.0","23.0","15.0","8.0","75.0","59.0","16.0","75.0"
"ذى القعدة","43.0","13.0","56.0","20.0","36.0","56.0","3.0","21.0","16.0","10.0","6.0","56.0","46.0","10.0","56.0"
"ذى الحجة","56.0","1.0","57.0","33.0","24.0","57.0","2.0","21.0","15.0","11.0","8.0","57.0","50.0","7.0","57.0"
"المجموع","827.0","105.0","932.0","526.0","406.0","932.0","40.0","346.0","261.0","189.0","96.0","932.0","787.0","145.0","932.0"
"نجران","","عــد د الأشخاص المصابين حسب الجنس","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","24.0","1.0","25.0","14.0","11.0","25.0","6.0","15.0","3.0","1.0","0.0","25.0","8.0","17.0","25.0"
"صفر","54.0","3.0","57.0","35.0","22.0","57.0","17.0","30.0","6.0","3.0","1.0","57.0","27.0","30.0","57.0"
"ربيع أول","56.0","2.0","58.0","35.0","23.0","58.0","20.0","32.0","4.0","2.0","0.0","58.0","30.0","28.0","58.0"
"ربيع ثانى","27.0","6.0","33.0","22.0","11.0","33.0","8.0","16.0","7.0","2.0","0.0","33.0","12.0","21.0","33.0"
"جمادى أول","33.0","3.0","36.0","20.0","16.0","36.0","10.0","16.0","9.0","1.0","0.0","36.0","14.0","22.0","36.0"
"جمادى ثانى","45.0","3.0","48.0","32.0","16.0","48.0","11.0","15.0","12.0","10.0","0.0","48.0","24.0","24.0","48.0"
"رجب","52.0","6.0","58.0","40.0","18.0","58.0","12.0","18.0","15.0","13.0","0.0","58.0","35.0","23.0","58.0"
"شعبان","66.0","7.0","73.0","24.0","49.0","73.0","15.0","21.0","18.0","16.0","3.0","73.0","26.0","47.0","73.0"
"رمضان","58.0","36.0","94.0","28.0","66.0","94.0","21.0","24.0","23.0","20.0","6.0","94.0","30.0","64.0","94.0"
"شوال","55.0","8.0","63.0","18.0","45.0","63.0","18.0","22.0","10.0","8.0","5.0","63.0","26.0","37.0","63.0"
"ذى القعدة","69.0","6.0","75.0","14.0","61.0","75.0","24.0","26.0","13.0","9.0","3.0","75.0","29.0","46.0","75.0"
"ذى الحجة","78.0","8.0","86.0","17.0","69.0","86.0","9.0","34.0","24.0","13.0","6.0","86.0","41.0","45.0","86.0"
"المجموع","617.0","89.0","706.0","299.0","407.0","706.0","171.0","269.0","144.0","98.0","24.0","706.0","302.0","404.0","706.0"
"القصيم","","عــد د الأشخاص المصابين حسب الجنس","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","105.0","13.0","118.0","54.0","64.0","118.0","14.0","51.0","29.0","16.0","8.0","118.0","74.0","44.0","118.0"
"صفر","153.0","12.0","165.0","116.0","49.0","165.0","36.0","58.0","51.0","16.0","4.0","165.0","86.0","79.0","165.0"
"ربيع أول","103.0","15.0","118.0","82.0","36.0","118.0","19.0","41.0","46.0","8.0","4.0","118.0","55.0","63.0","118.0"
"ربيع ثانى","110.0","12.0","122.0","72.0","50.0","122.0","18.0","42.0","45.0","15.0","2.0","122.0","60.0","62.0","122.0"
"جمادى أول","104.0","10.0","114.0","53.0","61.0","114.0","13.0","44.0","46.0","9.0","2.0","114.0","61.0","53.0","114.0"
"جمادى ثانى","105.0","14.0","119.0","66.0","53.0","119.0","16.0","38.0","45.0","14.0","6.0","119.0","56.0","63.0","119.0"
"رجب","87.0","12.0","99.0","57.0","42.0","99.0","19.0","32.0","36.0","7.0","5.0","99.0","36.0","63.0","99.0"
"شعبان","101.0","18.0","119.0","73.0","46.0","119.0","23.0","37.0","48.0","7.0","4.0","119.0","47.0","72.0","119.0"
"رمضان","100.0","20.0","120.0","62.0","58.0","120.0","22.0","40.0","44.0","8.0","6.0","120.0","50.0","70.0","120.0"
"شوال","148.0","15.0","163.0","90.0","73.0","163.0","38.0","52.0","61.0","8.0","4.0","163.0","49.0","114.0","163.0"
"ذى القعدة","112.0","17.0","129.0","79.0","50.0","129.0","14.0","55.0","33.0","19.0","8.0","129.0","77.0","52.0","129.0"
"ذى الحجة","115.0","12.0","127.0","76.0","51.0","127.0","27.0","48.0","43.0","6.0","3.0","127.0","49.0","78.0","127.0"
"المجموع","1343.0","170.0","1513.0","880.0","633.0","1513.0","259.0","538.0","527.0","133.0","56.0","1513.0","700.0","813.0","1513.0"
"الباحه","","عــد د الأشخاص المصابين حسب الجنس","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","91.0","13.0","104.0","55.0","49.0","104.0","17.0","54.0","23.0","2.0","8.0","104.0","77.0","27.0","104.0"
"صفر","116.0","20.0","136.0","61.0","75.0","136.0","23.0","64.0","32.0","9.0","8.0","136.0","112.0","24.0","136.0"
"ربيع أول","90.0","17.0","107.0","55.0","52.0","107.0","18.0","53.0","23.0","8.0","5.0","107.0","77.0","30.0","107.0"
"ربيع ثانى","61.0","13.0","74.0","48.0","26.0","74.0","13.0","30.0","22.0","7.0","2.0","74.0","64.0","10.0","74.0"
"جمادى أول","95.0","23.0","118.0","67.0","51.0","118.0","16.0","50.0","39.0","9.0","4.0","118.0","99.0","19.0","118.0"
"جمادى ثانى","80.0","11.0","91.0","50.0","41.0","91.0","11.0","39.0","23.0","11.0","7.0","91.0","60.0","31.0","91.0"
"رجب","106.0","13.0","119.0","70.0","49.0","119.0","8.0","64.0","29.0","12.0","6.0","119.0","95.0","24.0","119.0"
"شعبان","94.0","9.0","103.0","44.0","59.0","103.0","10.0","56.0","22.0","13.0","2.0","103.0","76.0","27.0","103.0"
"رمضان","57.0","13.0","70.0","48.0","22.0","70.0","13.0","39.0","13.0","5.0","0.0","70.0","50.0","20.0","70.0"
"شوال","93.0","3.0","96.0","54.0","42.0","96.0","12.0","41.0","28.0","11.0","4.0","96.0","75.0","21.0","96.0"
"ذى القعدة","104.0","19.0","123.0","50.0","73.0","123.0","8.0","68.0","32.0","8.0","7.0","123.0","107.0","16.0","123.0"
"ذى الحجة","76.0","10.0","86.0","33.0","53.0","86.0","16.0","40.0","19.0","5.0","6.0","86.0","76.0","10.0","86.0"
"المجموع","1063.0","164.0","1227.0","635.0","592.0","1227.0","165.0","598.0","305.0","100.0","59.0","1227.0","968.0","259.0","1227.0"
"عسير","","عــد د الأشخاص المصابين حسب الجنس","","عـدد الأشخاص المصابين حسب المكان","","","عـــد د الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"مــحــر م","185.0","51.0","236.0","13.0","223.0","236.0","58.0","112.0","38.0","13.0","15.0","236.0","203.0","33.0","236.0"
"صــــفـر","167.0","24.0","191.0","16.0","175.0","191.0","36.0","102.0","31.0","11.0","11.0","191.0","148.0","43.0","191.0"
"ربيع أول","175.0","45.0","220.0","17.0","203.0","220.0","59.0","80.0","37.0","21.0","23.0","220.0","160.0","60.0","220.0"
"ربيع ثانى","175.0","49.0","224.0","13.0","211.0","224.0","53.0","84.0","40.0","21.0","26.0","224.0","181.0","43.0","224.0"
"جمادى أول","149.0","36.0","185.0","16.0","169.0","185.0","30.0","96.0","38.0","6.0","15.0","185.0","134.0","51.0","185.0"
"جمادى ثانى","152.0","28.0","180.0","10.0","170.0","180.0","46.0","82.0","27.0","13.0","12.0","180.0","149.0","31.0","180.0"
"ر جـــب","171.0","20.0","191.0","19.0","172.0","191.0","35.0","97.0","36.0","11.0","12.0","191.0","151.0","40.0","191.0"
"شعبان","172.0","51.0","223.0","7.0","216.0","223.0","52.0","96.0","29.0","17.0","29.0","223.0","178.0","45.0","223.0"
"رمضان","162.0","43.0","205.0","5.0","200.0","205.0","56.0","96.0","29.0","16.0","8.0","205.0","152.0","53.0","205.0"
"شوال","189.0","47.0","236.0","5.0","231.0","236.0","63.0","90.0","40.0","19.0","24.0","236.0","195.0","41.0","236.0"
"ذى القعدة","188.0","34.0","222.0","27.0","195.0","222.0","60.0","93.0","37.0","18.0","14.0","222.0","184.0","38.0","222.0"
"ذى الحجة","196.0","32.0","228.0","19.0","209.0","228.0","58.0","94.0","50.0","13.0","13.0","228.0","165.0","63.0","228.0"
"المجموع","2081.0","460.0","2541.0","167.0","2374.0","2541.0","606.0","1122.0","432.0","179.0","202.0","2541.0","2000.0","541.0","2541.0"
"جازان","","عــد د الأشخاص المصابين حسب الجنس","","عـدد الأشخاص المصابين حسب المكان","","","عــد د الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","157.0","46.0","203.0","97.0","106.0","203.0","24.0","56.0","83.0","24.0","16.0","203.0","138.0","65.0","203.0"
"صفر","143.0","41.0","184.0","81.0","103.0","184.0","27.0","51.0","66.0","23.0","17.0","184.0","79.0","105.0","184.0"
"ربيع أول","192.0","18.0","210.0","20.0","190.0","210.0","36.0","57.0","63.0","27.0","27.0","210.0","158.0","52.0","210.0"
"ربيع ثانى","163.0","21.0","184.0","19.0","165.0","184.0","24.0","51.0","58.0","29.0","22.0","184.0","129.0","55.0","184.0"
"جمادى أول","168.0","31.0","199.0","35.0","164.0","199.0","34.0","55.0","61.0","31.0","18.0","199.0","138.0","61.0","199.0"
"جمادى ثانى","140.0","36.0","176.0","61.0","115.0","176.0","34.0","44.0","51.0","30.0","17.0","176.0","123.0","53.0","176.0"
"رجب","174.0","21.0","195.0","82.0","113.0","195.0","23.0","57.0","65.0","32.0","18.0","195.0","129.0","66.0","195.0"
"شعبان","197.0","42.0","239.0","38.0","201.0","239.0","31.0","67.0","79.0","46.0","16.0","239.0","152.0","87.0","239.0"
"رمضان","34.0","136.0","170.0","43.0","127.0","170.0","27.0","33.0","42.0","25.0","43.0","170.0","147.0","23.0","170.0"
"شوال","123.0","39.0","162.0","59.0","103.0","162.0","23.0","42.0","61.0","27.0","9.0","162.0","57.0","105.0","162.0"
"ذى القعدة","141.0","14.0","155.0","32.0","123.0","155.0","13.0","42.0","29.0","52.0","19.0","155.0","101.0","54.0","155.0"
"ذى الحجة","150.0","32.0","182.0","66.0","116.0","182.0","23.0","45.0","67.0","31.0","16.0","182.0","110.0","72.0","182.0"
"المجموع","1782.0","477.0","2259.0","633.0","1626.0","2259.0","319.0","600.0","725.0","377.0","238.0","2259.0","1461.0","798.0","2259.0"
"جده","","عــد د الأشخاص المصابين حسب الجنس","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","257.0","62.0","319.0","171.0","148.0","319.0","38.0","89.0","76.0","59.0","57.0","319.0","188.0","131.0","319.0"
"صفر","277.0","88.0","365.0","159.0","206.0","365.0","41.0","101.0","95.0","64.0","64.0","365.0","179.0","186.0","365.0"
"ربيع أول","267.0","64.0","331.0","209.0","122.0","331.0","38.0","94.0","86.0","59.0","54.0","331.0","157.0","174.0","331.0"
"ربيع ثانى","273.0","51.0","324.0","147.0","177.0","324.0","34.0","101.0","77.0","61.0","51.0","324.0","151.0","173.0","324.0"
"جمادى أول","260.0","50.0","310.0","159.0","151.0","310.0","46.0","107.0","62.0","52.0","43.0","310.0","159.0","151.0","310.0"
"جمادى ثانى","282.0","42.0","324.0","167.0","157.0","324.0","61.0","91.0","65.0","51.0","56.0","324.0","153.0","171.0","324.0"
"رجب","197.0","47.0","244.0","132.0","112.0","244.0","35.0","87.0","55.0","41.0","26.0","244.0","118.0","126.0","244.0"
"شعبان","277.0","31.0","308.0","140.0","168.0","308.0","41.0","89.0","71.0","65.0","42.0","308.0","137.0","171.0","308.0"
