"حائل- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عـدد الأشخاص المصابين حـسب الجنسيه","",""
"الشهر","ذكــور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","22.0","25.0","47.0","22.0","25.0","47.0","16.0","8.0","7.0","10.0","6.0","47.0","28.0","19.0","47.0"
"صفر","49.0","7.0","56.0","28.0","28.0","56.0","8.0","14.0","13.0","17.0","4.0","56.0","49.0","7.0","56.0"
"ربيع أول","54.0","6.0","60.0","33.0","27.0","60.0","13.0","26.0","8.0","9.0","4.0","60.0","54.0","6.0","60.0"
"ربيع ثانى","76.0","3.0","79.0","28.0","51.0","79.0","18.0","29.0","11.0","18.0","3.0","79.0","72.0","7.0","79.0"
"جمادى أول","11.0","42.0","53.0","34.0","19.0","53.0","2.0","9.0","19.0","21.0","2.0","53.0","46.0","7.0","53.0"
"جمادى ثانى","60.0","3.0","63.0","54.0","9.0","63.0","2.0","21.0","25.0","10.0","5.0","63.0","55.0","8.0","63.0"
"رجب","74.0","9.0","83.0","62.0","21.0","83.0","2.0","35.0","34.0","9.0","3.0","83.0","71.0","12.0","83.0"
"شعبان","112.0","14.0","126.0","113.0","13.0","126.0","7.0","59.0","31.0","19.0","10.0","126.0","115.0","11.0","126.0"
"رمضان","90.0","8.0","98.0","54.0","44.0","98.0","3.0","38.0","28.0","18.0","11.0","98.0","92.0","6.0","98.0"
"شوال","115.0","8.0","123.0","57.0","66.0","123.0","21.0","75.0","12.0","9.0","6.0","123.0","102.0","21.0","123.0"
"ذى القعدة","58.0","4.0","62.0","43.0","19.0","62.0","2.0","26.0","21.0","9.0","4.0","62.0","55.0","7.0","62.0"
"ذى الحجة","51.0","11.0","62.0","35.0","27.0","62.0","7.0","18.0","15.0","13.0","9.0","62.0","53.0","9.0","62.0"
"المجموع","772.0","140.0","912.0","563.0","349.0","912.0","101.0","358.0","224.0","162.0","67.0","912.0","792.0","120.0","912.0"
"نجران- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","61.0","14.0","75.0","20.0","55.0","75.0","19.0","15.0","21.0","13.0","7.0","75.0","31.0","44.0","75.0"
"صفر","49.0","6.0","55.0","5.0","50.0","55.0","13.0","11.0","15.0","12.0","4.0","55.0","33.0","22.0","55.0"
"ربيع أول","38.0","4.0","42.0","15.0","27.0","42.0","12.0","8.0","11.0","9.0","2.0","42.0","29.0","13.0","42.0"
"ربيع ثانى","66.0","2.0","68.0","18.0","50.0","68.0","13.0","21.0","24.0","9.0","1.0","68.0","41.0","27.0","68.0"
"جمادى أول","41.0","5.0","46.0","12.0","34.0","46.0","8.0","11.0","14.0","7.0","6.0","46.0","37.0","9.0","46.0"
"جمادى ثانى","62.0","7.0","69.0","20.0","49.0","69.0","17.0","13.0","19.0","11.0","9.0","69.0","26.0","43.0","69.0"
"رجب","67.0","12.0","79.0","24.0","55.0","79.0","19.0","16.0","21.0","12.0","11.0","79.0","34.0","45.0","79.0"
"شعبان","43.0","5.0","48.0","16.0","32.0","48.0","14.0","9.0","13.0","10.0","2.0","48.0","29.0","19.0","48.0"
"رمضان","38.0","6.0","44.0","11.0","33.0","44.0","13.0","8.0","11.0","9.0","3.0","44.0","27.0","17.0","44.0"
"شوال","34.0","3.0","37.0","10.0","27.0","37.0","11.0","9.0","6.0","8.0","3.0","37.0","25.0","12.0","37.0"
"ذى القعدة","38.0","4.0","42.0","15.0","27.0","42.0","3.0","18.0","11.0","8.0","2.0","42.0","29.0","13.0","42.0"
"ذى الحجة","41.0","8.0","49.0","12.0","37.0","49.0","3.0","21.0","8.0","10.0","7.0","49.0","31.0","18.0","49.0"
"المجموع","578.0","76.0","654.0","178.0","476.0","654.0","145.0","160.0","174.0","118.0","57.0","654.0","372.0","282.0","654.0"
"القصيم- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","138.0","15.0","153.0","86.0","67.0","153.0","11.0","56.0","50.0","22.0","14.0","153.0","100.0","53.0","153.0"
"صفر","76.0","13.0","89.0","62.0","27.0","89.0","14.0","26.0","32.0","10.0","7.0","89.0","50.0","39.0","89.0"
"ربيع أول","76.0","28.0","104.0","98.0","6.0","104.0","20.0","25.0","28.0","15.0","16.0","104.0","60.0","44.0","104.0"
"ربيع ثانى","92.0","13.0","105.0","76.0","29.0","105.0","5.0","25.0","36.0","29.0","10.0","105.0","60.0","45.0","105.0"
"جمادى أول","73.0","12.0","85.0","59.0","26.0","85.0","2.0","25.0","35.0","12.0","11.0","85.0","50.0","35.0","85.0"
"جمادى ثانى","73.0","12.0","85.0","63.0","22.0","85.0","4.0","25.0","35.0","11.0","10.0","85.0","50.0","35.0","85.0"
"رجب","98.0","28.0","126.0","108.0","18.0","126.0","4.0","34.0","55.0","19.0","14.0","126.0","90.0","36.0","126.0"
"شعبان","94.0","14.0","108.0","70.0","38.0","108.0","21.0","33.0","39.0","7.0","8.0","108.0","65.0","43.0","108.0"
"رمضان","76.0","25.0","101.0","66.0","35.0","101.0","12.0","35.0","30.0","15.0","9.0","101.0","66.0","35.0","101.0"
"شوال","91.0","30.0","121.0","56.0","65.0","121.0","18.0","11.0","35.0","38.0","19.0","121.0","50.0","71.0","121.0"
"ذى القعدة","95.0","19.0","114.0","85.0","29.0","114.0","15.0","24.0","33.0","27.0","15.0","114.0","55.0","59.0","114.0"
"ذى الحجة","69.0","9.0","78.0","56.0","22.0","78.0","15.0","20.0","25.0","10.0","8.0","78.0","55.0","23.0","78.0"
"المجموع","1051.0","218.0","1269.0","885.0","384.0","1269.0","141.0","339.0","433.0","215.0","141.0","1269.0","751.0","518.0","1269.0"
"الباحه- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","62.0","16.0","78.0","37.0","41.0","78.0","19.0","27.0","21.0","5.0","6.0","78.0","67.0","11.0","78.0"
"صفر","64.0","3.0","67.0","36.0","31.0","67.0","25.0","21.0","15.0","3.0","3.0","67.0","53.0","14.0","67.0"
"ربيع أول","52.0","15.0","67.0","22.0","45.0","67.0","14.0","28.0","14.0","6.0","5.0","67.0","59.0","8.0","67.0"
"ربيع ثانى","64.0","3.0","67.0","36.0","31.0","67.0","8.0","37.0","16.0","2.0","4.0","67.0","57.0","10.0","67.0"
"جمادى أول","96.0","10.0","106.0","30.0","76.0","106.0","19.0","57.0","20.0","8.0","2.0","106.0","82.0","24.0","106.0"
"جمادى ثانى","64.0","3.0","67.0","22.0","45.0","67.0","14.0","27.0","17.0","5.0","4.0","67.0","56.0","11.0","67.0"
"رجب","62.0","20.0","82.0","46.0","36.0","82.0","22.0","32.0","19.0","5.0","4.0","82.0","76.0","6.0","82.0"
"شعبان","69.0","4.0","73.0","36.0","37.0","73.0","10.0","30.0","28.0","4.0","1.0","73.0","49.0","24.0","73.0"
"رمضان","80.0","4.0","84.0","42.0","42.0","84.0","4.0","42.0","23.0","8.0","7.0","84.0","59.0","25.0","84.0"
"شوال","80.0","9.0","89.0","45.0","44.0","89.0","19.0","43.0","16.0","5.0","6.0","89.0","75.0","14.0","89.0"
"ذى القعدة","67.0","11.0","78.0","50.0","28.0","78.0","21.0","40.0","13.0","4.0","0.0","78.0","73.0","5.0","78.0"
"ذى الحجة","56.0","21.0","77.0","29.0","48.0","77.0","17.0","33.0","17.0","7.0","3.0","77.0","62.0","15.0","77.0"
"المجموع","816.0","119.0","935.0","431.0","504.0","935.0","192.0","417.0","219.0","62.0","45.0","935.0","768.0","167.0","935.0"
"عسير- عــد د الأشخاص المصابين حسب الجنس","","","","عـدد الأشخاص المصابين حسب المكان","","","عـــد د الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"مــحــر م","186.0","41.0","227.0","26.0","201.0","227.0","54.0","103.0","37.0","15.0","18.0","227.0","186.0","41.0","227.0"
"صــــفـر","203.0","37.0","240.0","28.0","212.0","240.0","81.0","81.0","46.0","12.0","20.0","240.0","192.0","48.0","240.0"
"ربيع أول","147.0","16.0","163.0","26.0","137.0","163.0","25.0","84.0","23.0","17.0","14.0","163.0","120.0","43.0","163.0"
"ربيع ثانى","134.0","17.0","151.0","19.0","132.0","151.0","36.0","53.0","39.0","11.0","12.0","151.0","124.0","27.0","151.0"
"جمادى أول","166.0","43.0","209.0","17.0","192.0","209.0","62.0","75.0","32.0","19.0","21.0","209.0","172.0","37.0","209.0"
"جمادى ثانى","128.0","34.0","162.0","16.0","146.0","162.0","33.0","56.0","36.0","14.0","23.0","162.0","125.0","37.0","162.0"
"ر جـــب","178.0","15.0","193.0","16.0","177.0","193.0","47.0","82.0","35.0","15.0","14.0","193.0","167.0","26.0","193.0"
"شعبان","132.0","17.0","149.0","9.0","140.0","149.0","38.0","55.0","34.0","8.0","14.0","149.0","131.0","18.0","149.0"
"رمضان","128.0","15.0","143.0","8.0","135.0","143.0","33.0","57.0","31.0","11.0","11.0","143.0","111.0","32.0","143.0"
"شوال","187.0","29.0","216.0","17.0","199.0","216.0","45.0","85.0","63.0","12.0","11.0","216.0","146.0","70.0","216.0"
"ذى القعدة","130.0","26.0","156.0","31.0","125.0","156.0","38.0","70.0","27.0","14.0","7.0","156.0","133.0","23.0","156.0"
"ذى الحجة","139.0","44.0","183.0","0.0","183.0","183.0","49.0","74.0","33.0","18.0","9.0","183.0","140.0","43.0","183.0"
"المجموع","1858.0","334.0","2192.0","213.0","1979.0","2192.0","541.0","875.0","436.0","166.0","174.0","2192.0","1747.0","445.0","2192.0"
"جازان- عـدد الأشخاص المصابين حسب الجنس","","","","عـدد الأشخاص المصابين حسب المكان","","","عــد د الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","205.0","40.0","245.0","97.0","148.0","245.0","15.0","88.0","57.0","48.0","37.0","245.0","181.0","64.0","245.0"
"صفر","174.0","36.0","210.0","76.0","134.0","210.0","16.0","81.0","46.0","29.0","38.0","210.0","42.0","168.0","210.0"
"ربيع أول","133.0","68.0","201.0","39.0","162.0","201.0","21.0","79.0","41.0","27.0","33.0","201.0","160.0","41.0","201.0"
"ربيع ثانى","126.0","54.0","180.0","50.0","130.0","180.0","12.0","80.0","48.0","21.0","19.0","180.0","146.0","34.0","180.0"
"جمادى أول","99.0","36.0","135.0","48.0","87.0","135.0","12.0","47.0","36.0","21.0","19.0","135.0","104.0","31.0","135.0"
"جمادى ثانى","118.0","19.0","137.0","60.0","77.0","137.0","14.0","45.0","31.0","27.0","20.0","137.0","106.0","31.0","137.0"
"رجب","122.0","16.0","138.0","61.0","77.0","138.0","12.0","43.0","29.0","30.0","24.0","138.0","112.0","26.0","138.0"
"شعبان","149.0","24.0","173.0","62.0","111.0","173.0","14.0","34.0","52.0","42.0","31.0","173.0","128.0","45.0","173.0"
"رمضان","165.0","37.0","202.0","57.0","145.0","202.0","21.0","66.0","47.0","46.0","22.0","202.0","153.0","49.0","202.0"
"شوال","137.0","26.0","163.0","42.0","121.0","163.0","14.0","42.0","37.0","51.0","19.0","163.0","123.0","40.0","163.0"
"ذى القعدة","151.0","33.0","184.0","42.0","142.0","184.0","23.0","42.0","65.0","39.0","15.0","184.0","132.0","52.0","184.0"
"ذى الحجة","125.0","19.0","144.0","28.0","116.0","144.0","20.0","40.0","46.0","26.0","12.0","144.0","93.0","51.0","144.0"
"المجموع","1704.0","408.0","2112.0","662.0","1450.0","2112.0","194.0","687.0","535.0","407.0","289.0","2112.0","1480.0","632.0","2112.0"
"جده- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","194.0","17.0","211.0","152.0","59.0","211.0","14.0","59.0","62.0","49.0","27.0","211.0","117.0","94.0","211.0"
"صفر","191.0","15.0","206.0","156.0","50.0","206.0","11.0","61.0","54.0","39.0","41.0","206.0","114.0","92.0","206.0"
"ربيع أول","254.0","19.0","273.0","210.0","63.0","273.0","21.0","92.0","71.0","41.0","48.0","273.0","129.0","144.0","273.0"
"ربيع ثانى","207.0","21.0","228.0","168.0","60.0","228.0","16.0","79.0","61.0","36.0","36.0","228.0","116.0","112.0","228.0"
"جمادى أول","185.0","14.0","199.0","159.0","40.0","199.0","12.0","74.0","61.0","29.0","23.0","199.0","107.0","92.0","199.0"
"جمادى ثانى","219.0","22.0","241.0","184.0","57.0","241.0","18.0","86.0","75.0","33.0","29.0","241.0","129.0","112.0","241.0"
"رجب","181.0","38.0","219.0","151.0","68.0","219.0","15.0","76.0","61.0","29.0","38.0","219.0","112.0","107.0","219.0"
"شعبان","257.0","41.0","298.0","212.0","86.0","298.0","22.0","89.0","88.0","55.0","44.0","298.0","138.0","160.0","298.0"
